UT,PY,text,com,dgr_int
2-S2.0-84947496055,2014,"is one path enough? multiple paths and path interaction as an extension of path dependency theory. to explain the development of multi-technology companies and industries where several alternative technologies co-exist and interact over long periods, this article suggests an extension of path dependency theory by providing a conceptualization of the path notion that incorporates the theoretical possibility of multiple paths and path interaction. the conceptualization is applied to a patent study of three leading companies in the lighting industry: general electric, osram/siemens, and philips. the study shows technology development patterns that are characterized by strong persistence, both within each path and across the whole technology field. these results demonstrate that multiple technological paths can co-exist in companies and industries, characterized by simultaneous long-term presence of several technologies. in such cases, path interaction takes place both between co-existing paths and when new, radically different paths are created. although further studies are needed to identify the underlying self-reinforcing mechanisms, there is a clear indication that technological path dependency is not restricted to unitary progression patterns, as implied by previous conceptualizations.",1,1.1178197041357323
2-S2.0-85065542893,2020,"towards a sustainable forest-based bioeconomy in italy: findings from a swot analysis. this study aims at capturing, through a multi-level perspective, potential drivers and barriers of the forest sector in italy, in order to gain an in-depth understanding of the conditions influencing the sector's transition towards a circular bioeconomy. on the basis of this understanding, it draws potential new strategies for an effective transition. to operationalize our theoretical approach, we employed the single case study method, drawing on an in-depth literature review and a swot analysis (i.e. analysis of strengths, weaknesses, opportunities, and threats) of the italian forest sector, validated by expert interviews and a questionnaire survey. the results show that the most effective strategies for the transition are: improving environmental and forest planning tools by defining viable methods of circular management; promoting investment in forest infrastructure; supporting entrepreneurship programs for forest professionals; and enhancing innovative forest-based value chains. the diversity of the identified policy strategies provides evidence of the necessity for policy makers to go beyond a simple “best option” approach, given the system complexity of the forest sector.",1,7.394190979636575
2-S2.0-84896490515,2014,"metering motorbike mobility: informal transport in transition?. vast numbers of people in rapidly growing cities throughout the developing world depend on informal transport services for their mobility needs. thus far the field of transition studies has addressed the dynamics of socio-technical change in situations where regimes of automobility and sanctioned public transport constitute the dominant order, but not in contexts of cities in the developing world, where informal transit thrives. in this paper we enquire about stability and prospects for change in these kinds of socio-technical systems. to this end, we trace the evolution of bangkok's motorcycle taxi industry including recent efforts to introduce a potentially radical innovation: an information and communications technology (ict) platform used as a taximeter. the paper concludes that innovations in informal urban transport are opening up alternative mobility pathways for the developing world, which might even spread far beyond their original confines into the west; and that the persistence of informal transport systems and the proliferation of innovations within those systems in developing countries prove to be relevant phenomena for defining prominent topics on the agenda of (sustainability) transitions research.",1,2.955987496783476
2-S2.0-85015371455,2016,"the roles of users in shaping transitions to new energy systems. current government information policies and market-based instruments aimed at influencing the energy choices of consumers often ignore the fact that consumer behaviour is not fully reducible to individuals making rational conscious decisions all the time. the decisions of consumers are largely configured by shared routines embedded in socio-technical systems. to achieve a transition towards a decarbonized and energy-efficient system, an approach that goes beyond individual consumer choice and puts shared routines and system change at its centre is needed. here, adopting a transitions perspective, we argue that consumers should be reconceptualized as users who are important stakeholders in the innovation process shaping new routines and enacting system change. we review the role of users in shifts to new decarbonized and energy-efficient systems and provide a typology of user roles.",1,6.248940454629751
2-S2.0-0034073580,2000,"technological discontinuities and the nature of competition. we revisit the schumpeterian model of competition driven by the perennial gale of creative destruction. not every innovation must necessarily lead to the destruction of incumbent firms. in many high-technology industries we observe a symbiotic coexistence between new entrant and incumbent firms. this phenomenon warrants more attention. we build upon the innovation and strategic alliance literature to develop the nation of 'complementary innovation.' we advance propositions with respect to the following questions: what impact will a complementary innovation have on firm entry, interfirm cooperation, and the nature of competition? based on the propositions advanced, we develop a cyclical model of industry dynamics initiated by a complementary innovation. the propositions and the cyclical model of industry dynamics are illustrated in a case study of the biopharmaceutical industry.",6,1.7257169253259381
2-S2.0-85045791839,2008,"bisociation, discovery, and the role of entrepreneurial action. the competitive dynamics literature, which reflects the market process movements of firms in pursuit of profits, has begun to identify the alternative actions firms can undertake to build, defend, and sustain superior profits. one class of action that is prominent in this literature is entrepreneurial actions. for example, grimm and smith use entrepreneurial action to characterize how firms move to exploit new opportunities that rivals have yet to perceive. schumpeter was perhaps the first to describe entrepreneurial action. he used the expression to depict the actions firms employ to break away from the everyday status quo competition in pursuit of entrepreneurial rents. kirzner employed the idiom to clarify how markets resolve information problems and move toward equilibrium.",6,0.7127078087827416
2-S2.0-84953839727,2015,"human geography and socio-technical transition studies: promising intersections. transition researchers recognize increasingly the need to better address the role that spatial and geographical factors play in guiding the evolution of socio-technical and technological innovation systems. at the same time, some geographers are being drawn to transition studies as they strive to better understand the development trajectories of cities, industries, production networks, and economies. building off these convergences, this paper proposes two interventions through which geographical ideas might further contribute to transitions research. the first focuses on conceptualizations of the socio-spatial dynamics through which tis or niche contexts are coupled or aligned effectively with socio-technical regimes such that regime shifts become possible. the second brings the concept of place-making to bear on transition studies in order to analyze the political processes that shape the evolution of socio-technical systems. the paper closes with general arguments about ways to expand and diversify the geography-of-sustainability-transitions epistemic community.",1,8.20502377052833
2-S2.0-84957440491,2016,"the establishment of citizen power plants in austria: a process of empowerment?. this paper looks at citizen power plants in austria - wind farms and photovoltaics plants jointly owned and operated by groups of citizens - and asks whether their establishment can be interpreted as a process of empowerment. to this end i draw on resource-based notions of power, understanding empowerment as the increase of disadvantaged actors' ability to mobilize and use resources for their goals. i argue that the establishment of citizen power plants constitutes a process of successive resource mobilization in which bottom-up actors have been able to access an increasing amount of resources. at first sight this suggests that the establishment of citizen power plants in austria indeed constitutes a process of empowerment. however, i also discuss three qualifications to such an interpretation. firstly, the modulation of ends to which resources are put (assimilation and incorporation to established structures); secondly, the persistence of dependency relations for resource access; and thirdly, a bias of citizen power plant initiatives toward already better-resourced individuals and communities.",1,4.26555758252485
2-S2.0-84921792872,2015,"energy transitions in small-scale regions - what we can learn from a regional innovation systems perspective. the prevalent theories in the debate on sustainability transitions have been criticised for not sufficiently addressing energy change processes at the local level. this paper aims to enhance our understanding of local energy reorganisation processes. drawing on the regional innovation systems (ris) approach, we argue that local development dynamics result from the interaction of various subsystems: science, politics, public administration, industry, finance, intermediaries and civil society. the analysis of the involved subsystems and their interaction shows how energy transitions are shaped by different individual and organisational actors as well as institutions on the local level. empirical evidence from case studies on the german cities of emden and bottrop illustrates our theoretical conceptualisation of energy transitions. we conclude by presenting characteristic interaction patterns for energy transition drawn from the two cases.",1,6.126081048402473
2-S2.0-84924944272,2016,"innovation ecosystems and the pace of substitution: re-examining technology s-curves. why do some new technologies emerge and quickly supplant incumbent technologies while others take years or decades to take off? we explore this question by presenting a framework that considers both the focal competing technologies as well as the ecosystems in which they are embedded. within our framework, each episode of technology transition is characterized by the ecosystem emergence challenge that confronts the new technology and the ecosystem extension opportunity that is available to the old technology. we identify four qualitatively distinct regimes with clear predictions for the pace of substitution. evidence from 10 episodes of technology transitions in the semiconductor lithography equipment industry from 1972 to 2009 offers strong support for our framework. we discuss the implication of our approach for firm strategy. copyright",6,2.006147291969117
2-S2.0-85078257663,2020,"conceptualising the systemic activities of intermediaries in sustainability transitions. this article contributes to the literature on sustainability transitions, innovation systems, and eco-innovation by addressing conceptual challenges regarding the systemic activities of intermediaries. specifically, the article addresses a research gap pertaining to the ways in which the systemic activities of (eco-)innovation intermediaries can be conceptualised and empirically demonstrated. empirically, the paper examines selected intermediaries in the context of support systems for eco-innovators in three regions across finland, germany, and sweden. drawing from our empirical findings and the literature on intermediaries, we conceptualise three system levels within which intermediation occurs: (i) in-between entities in a network, (ii) in-between networks of entities, and (iii) in-between actors, networks, and institutions. our discussion suggests a heterogeneity of roles that individual intermediaries take at multiple system levels, complementing an emerging, more nuanced perspective of intermediaries in sustainability transitions. thus, we suggest the term systemic intermediation for describing the system-level activities of intermediaries.",1,6.283829557928562
2-S2.0-85045695678,2018,"the role of renewable energy policies for carbon neutrality in helsinki metropolitan area. renewable energy policies are necessary for achieving carbon neutrality which is the main goal for climate change mitigation. the cities in the helsinki metropolitan area have committed themselves to significantly reducing carbon emissions through various climate measures including some measures for renewable energy utilization. we use multilevel perspective (mlp) and renewable energy frameworks to examine the role of renewable energy policies to carbon neutrality in the helsinki metropolitan area and base our analysis on various policy documents and semi-structured interviews. our findings show that current renewable energy policies in the helsinki metropolitan area are weak and many challenges exist. nevertheless, many options are available for improving existing policies. the cities have many opportunities to adopt various energy policy measures, including small-scale renewable energy production in building premises, renewable energy integration to district heating, demand-side solutions for energy utilization, and increasing budgets and subsidies to renewable energy production and enhancement of the social acceptance of renewable energy. such additional policies are needed to reach carbon neutrality in the helsinki metropolitan area.",1,1.110171421537617
2-S2.0-85074200815,2020,"waves of disruption in clean energy transitions: sociotechnical dimensions of system disruption in germany and the united kingdom. academic and policy literatures are seeing a growing discussion about ‘clean energy disruption’. however, the term disruption often lacks definitional clarity. departing from the concept of disruptive innovation and based on a review of firm-based management and socio-technical transitions literatures, we derive four dimensions of system disruption: technology, markets and business models, ownership and actors, and regulation. we apply these dimensions to analyse the status of disruption in two exemplary countries pursuing ambitious low-carbon energy transitions: germany and the united kingdom (uk). the views of a diverse range of actors are investigated regarding how disruption is unfolding and what is seen as disruptive in the energy sector. our analysis draws on 28 expert interviews, supplemented with a review of empirical studies. we find that despite comparable shares of renewables in the two countries' electricity systems, the scale of disruption in germany significantly exceeds that in the uk, covering all four rather than just two dimensions. we also find a greater awareness of and resistance to expected further waves of disruption in germany, as compared to the uk. finally, we discuss the implications of the notion of disruption for understanding and governing socio-technical transitions.",1,3.5554974078884336
2-S2.0-85090561673,2020,"revisiting carbon lock-in in energy systems: explaining the perpetuation of coal power in japan. carbon lock-in hampers the realisation of sustainable energy systems. it occurs when carbon-intensive technologies, markets and institutions co-evolve and become wedded to historical trajectories despite environmentally superior technologies being available. multiple material and non-material causes are discussed in literature on socio-technical or energy transitions and carbon lock-in. however, these are yet to be synthesised into a comprehensive framework to guide the empirical identification of lock-in factors. also, empirical understanding into how various causes of lock-in can interact is limited. to deepen understanding into the various types of socio-technical lock-in affecting energy transitions, we develop an encompassing analytical framework accounting for material, human, non-material and exogenous factors. in addition to carbon lock-in and path dependency, we synthesise diverse literature encompassing sustainability transitions, energy policy, innovation and firm management, economics and political economy. the resultant framework provides a finer-grained and more comprehensive understanding of lock-in than previous studies. using japan as a case study, we then apply this framework with two questions in mind: (i) what factors are contributing to the perpetuation of coal power in japan? and ii) what opportunities emerge to overcome these? the empirical analysis is informed by triangulated data involving 46 semi-structured interviews and diverse documents. our findings reveal a wide array of interacting factors that contribute to the perpetuation of coal-power in japan and several emerging opportunities to tackle these. they also demonstrate our framework's utility as a heuristic that scholars could apply to other cases to increase empirical understanding into the multiple causes of socio-technical lock-in.",1,5.272545918900838
2-S2.0-85030851915,2018,"integrating a business model perspective into transition theory: the example of new mobility services. business model innovation is increasingly seen as a means to promote sustainable forms of production and consumption, having been linked to technological innovations in electric vehicles and the circular economy. business models are an organisational phenomenon that concern focal firms and their networks. however, there is no theory of the firm in transition theory, such that the role of business model innovation in wider transformative processes is unclear. this paper aims to redress this issue by combining a business model perspective with core concepts and constructs from transition theory. we elucidate sources of change and inertia that issue from new and existing business models, illustrating our arguments by focusing on mobility services, which have the potential to radically transform road transportation via new business models. we derive new lines of inquiry that can be used to examine the dynamics of business model innovation in the context of sustainability transitions.",1,5.910220805923158
2-S2.0-84874331265,2013,"up, down, round and round: connecting regimes and practices in innovation for sustainability. the multilevel perspective and social practice theory have emerged as competing approaches for understanding the complexity of sociotechnical change. the relationship between these two diff erent camps has, on occasions, been antagonistic, but we argue that they are not mutually exclusive. indeed, through empirical analysis of two diff erent case studies of sustainability innovation, we show that analyses that adopt only one of these theoretical lenses risk blindness to critical innovation dynamics. in particular, we identify various points of intersection between regimes and practices that can serve to prevent (or potentially facilitate) sustainability transitions. we conclude by suggesting some possible directions for further research that place these crossovers and intersections at the centre of analyses.",1,4.554604720462938
2-S2.0-85058213417,2019,"governing green industrialisation in africa: assessing key parameters for a sustainable socio-technical transition in the context of ethiopia. the concept of ‘sustainable industrialisation’ is now integral to the un's sustainable development goals. however, there are no historical examples or current models to emulate. scholarly analyses of putative initiatives to green industrialisation, especially in developing countries, are few and limited. this article explores the conception and implementation of green industrialisation in ethiopia, one of the world's poorest nations, where an ambitious climate resilient green economy (crge) strategy has been created, alongside a multi-sectoral growth and transformation plan (gtp), to leapfrog environmentally unsustainable development and bring the country to middle-income status by 2025. using the socio-technical transition (stt) perspective and in particular smith, stirling, and berkhout (2005) framework for assessing sustainable transition programmes, it analyzes the ‘selection pressures’ on the industrial ‘regime’ and its ‘adaptive capacity’. it finds: (i) clear articulation of the imperative for climate change mitigation and economic growth; (ii) strong high-level government commitment to a greening agenda within the context of accelerated industrialisation; and (iii) a nascent innovation system that is beginning to evolve according to these priorities. however, the analysis also identifies important challenges, including: coordination mechanisms between different stakeholders; framing issues; availability of resources; and ongoing tension between addressing climate change and promoting economic growth. it also highlights the importance of the availability of cross-border resources for purposive sustainability transition within low-income countries.",1,6.171773412427333
2-S2.0-57349198826,2009,"exploring technology diffusion and classification of business methods: using the patent citation network. among the many technology forecasting indicators, patents and patent citations are useful and important indicators. the more frequently a certain patent is cited by subsequent patents, the more the related technology can be said to be diffused, implying that the technology is more widely applied and thus more valuable. this paper analyzes the business methods technology which retrieves patents from the uspto database. there are two purposes of this paper: 1. establish the indicators for finding basic patents and measure the relationship of these basic patents; 2. classify the basic patents and explain the groups of technology diffusion. finally, this study identifies the two mainstreams in business method technology: one is focused on marketing technology, and the other one stresses on data security. both are important for internet data processes or e-commerce activities.",6,0.2753645368349118
2-S2.0-33751295300,2006,"profiting from innovation and the intellectual property revolution. this paper reviews the contribution of teece's article [teece, d., 1986. profiting from technological innovation: implications for integration, collaboration, licensing and public policy. research policy 15, 285-305.]. it then re-examines the core concept of appropriability in the light of recent developments in the business environment. whereas twenty years ago the appropriability regime of an industry was exogenous and given, today they are often the product of conscious strategies of firms. and as open source software and other industries show, advantageous appropriability regimes are not always ""tight"" or characterized by strong intellectual property protections. the strategies adopted by firms that have successfully profited from their innovative activities cast into new light old questions about the impact of intellectual property protection on the rate and direction of innovation.",6,0.7506354704831804
2-S2.0-84858316764,2012,"heterogeneity of lock-in and the role of strategic technological interventions in urban infrastructural transformations. in the context of current interest in ""low-carbon"" interventions and ""energy transitions"", this paper provides a comparative perspective across three european cities (barcelona, london and paris) on the role of photovoltaics (pv) technology in wider transformative processes affecting crucial sites in which the ""sustainability"" of the built environment is being contested: the powering, planning and construction of cities. for conceptualizing far-reaching urban infrastructural change processes, the combined innovation frameworks of ""strategic niche management"" (snm) and the ""multi-level perspective"" (mlp) on ""systems in transition"" offer valuable contributions. however, some implicit assumptions of these innovation frameworks make them not unproblematic when applied to the urban. this paper proposes a way of operationalizing the snm/mlp for urban transition studies, by drawing on contributions from actor-network theory (ant) and ant-inspired scholarship. from this conceptual engagement, a refined understanding of the relationship between technological novelty and the existing obduracies, or ""lock-in"", is developed, which enables a fuller appreciation of the potential heterogeneity of ""lock-in"" and the cumulative impacts of different actors' strategic technological interventions in reconfiguring deeply engrained patterns of obduracies in their efforts to promote a specific technology; thus providing scope to link the analysis of local processes to insights into the more general processes of transforming unsustainabilities.",1,7.171171801299286
2-S2.0-78149483899,2010,"a reflective review of disruptive innovation theory. disruptive innovation theory has created a significant impact on management practices and aroused plenty of rich debate within academia. copious as the studies are, the scattered and conflicting nature of the literature on disruptive innovation in the last decade may pose a state of ambiguity for future research, thus necessitating a comprehensive review at this juncture. this paper first clarifies the basic concept and potential misinterpretations of the theory. believing in the predictive value of the theory on firm performance, the authors then summarize and critique the research on how to enable potential disruptive innovation from internal, external, marketing and technology perspectives. the different perspectives inspired the authors to identify a number of key research directions within the disruptive innovation research domain. potential future research is also briefly discussed by integrating disruptive innovation with other research domains, such as open innovation. finally, in addition to theoretical contributions, the authors make practical contributions by outlining a series of potential inhibitors and enablers of disruptive innovation as managerial 'take-aways'.",6,0.9153050521964671
2-S2.0-84959560409,2016,"socio-technical transitions and policy change - advocacy coalitions in swiss energy policy. policies and politics are an integral part of socio-technical transitions but have not received much attention in the transitions literature so far. drawing on the advocacy coalition framework, our paper addresses this gap with a study on actors and coalitions in swiss energy policy. our results show that advocacy coalitions in switzerland have largely remained stable despite the fukushima shock. however, heterogeneity of beliefs has increased and in 2013, even a majority of actors expressed their support for the energy transition - an indication that major policy change might be ahead. it seems that in socio-technical transitions, changes in the policy issue and in the actor base also work toward policy change, next to changes in core beliefs. we make suggestions how the advocacy coalition framework can inform analysis and theory building in transition studies. we also present first ideas about the interplay of socio-technical systems and policy systems.",1,6.983688105675084
2-S2.0-79951841060,2011,"entering an era of ferment - radical vs incrementalist strategies in automotive power train development. incremental improvement of a deeply embedded technology system has been a hallmark of the automotive industry for a very long time. efforts to develop alternatives have repeatedly failed. this paper analyses how toyota started to challenge this pattern in the late 1990s, by the architectural innovation embodied in prius, the first mass-produced hybrid-electric car. this is followed by an account of how key competitors reacted by accelerating their incremental innovation efforts, in an era when concerns over fuel prices and greenhouse gas emissions increased demand for environmentally sound vehicles. the paper builds on records of patenting and performance of actually marketed models to analyse the unfolding technology competition. it also considers the most probable technologies on the market in a 10-12 year timeframe, and further explains how different technology strategies put competing firms in different positions in an era of ferment.",6,0.3571373020839214
2-S2.0-0029378748,1995,"on the definition and measurement of technological discontinuities. technological discontinuities often have disruptive effects on the structure of an industry. the industry frequently de-matures and exhibits more infant characteristics. established firms often face severe difficulties in adjusting to the new technology. in this paper we critically review the literature dealing with technological discontinuities. several observations are made. first, there is great confusion in the literature regarding definitions of what it is that undergoes a discontinuous change. second, the various foci of analysis are also confusing. third, most of the researchers who have studied technological change as a change in competence do not report how they have measured the degree of technical change, although all proposed to study a major technological change.",6,0.07484197218710492
2-S2.0-33645142548,2006,"the innovator's dilemma as a problem of organizational competence. the role of embedded organizational competences in shaping the innovator's dilemma, which was presented in the 'the innovator's dilemma' published by clayton christensen, is discussed. the book suggests that it is irrational for the senior teams failing to invest in disruptive innovations. the author suggests that the incumbent firms failed to invest as the cost structure of the model and their distribution and sales channels were not competent. he has laid considerable stress on techniques firms use to understand new-market opportunities. christensen's (1997) concept of disruptive innovation has had a dramatic effect on both practice and scholarly research.",6,1.4880146458993797
2-S2.0-85042557561,2018,"global socio-technical regimes. this paper addresses the question why socio-technical transitions follow similar trajectories in various parts of the world, even though the relevant material preconditions and institutional contexts vary greatly between different regions and countries. it takes a critical stance on the implicit methodological nationalism in transition studies’ socio-technical regime concept and proposes an alternative ‘global’ regime perspective that embraces the increasingly multi-scalar actor networks and institutional rationalities, which influence transition dynamics beyond national or regional borders. by drawing on globalization theories from sociology and human geography, we show that socio-technical systems often develop institutional rationalities that are diffused via international networks and thus become influential in various places around the world. in so doing, we shed light on the multi-scalar interrelatedness of institutional structures and actors in socio-technical systems and elaborate on the implications for the conceptualization of transition dynamics. the paper illustrates this with the case study of an unsuccessful transition in the chinese wastewater sector. recent studies indicate that key decisions on wastewater infrastructure expansion were not only influenced by path-dependencies stemming from china's national context, but equally (or even more critically) by the dominant rationality of the water sector's global socio-technical regime. we conclude by discussing the contours of a new research agenda around the notion of global socio-technical regimes.",1,6.988157681415007
2-S2.0-84855794788,2012,"using the multi-level perspective on socio-technical transitions to assess innovation policy. in recent years a growing literature on socio-technical transitions towards sustainability has emerged. scholars have explored ways through which configurations of technologies, infrastructures, social practices, institutions and markets can change to fulfil their functions in a more sustainable way. a multi-level perspective (mlp) has been developed to describe and analyse these complex, long-term processes. it has also been used to help design policy for example in the netherlands. in this paper the mlp is used in a novel way: as a heuristic to ex ante assess policies to stimulate socio-technical transitions. instead of using it for policy development, the mlp is used here for an assessment of policy. the analysis focuses on a particular policy initiative intended to stimulate the transition to a low carbon economy in the uk: the carbon trust. this paper makes two contributions to the socio-technical transitions literature: conceptually, the paper demonstrates the usefulness of the socio-technical multi-level perspective to analyse policies and assess their likely impact ex ante against the background of theorising about the patterns of large scale, socio-technical change. empirically, the paper finds that the activities of the carbon trust consist of a variety of well targeted ways to stimulate the development of socio-technical niches as well as to change regime practices directly. nevertheless, the paper argues that this model also faces difficulties in promoting a transition towards a low carbon economy.",1,9.718419484916708
2-S2.0-24144496041,2005,"future management research directions in nanotechnology: a case study. leading experts believe that advances in nanotechnology will lead to dramatic changes in the way materials, devices and systems are understood and created. generalizations about nanotechnology-based innovations abound in technical circles and in the media, where they are typically described as radical, their anticipated impact on firms as disruptive, and their effect on society as transformative. to-date, no articles have been published in peer-reviewed technology management research journals on the subject. this paper suggests that nanotechnology is a general purpose technology and that, as such, its applications will spread through many economic sectors with varying magnitudes and forms of impact on existing firms and industries. this paper also demonstrates how the innovation management literature can be used to guide further research aimed at anticipating the magnitude and nature of the impact of specific nanotechnology-based innovations.",6,1.719125596831104
2-S2.0-0036464975,2002,"a critical look at technological innovation typology and innovativeness terminology: a literature review. a plethora of definitions for innovation types has resulted in an ambiguity in the way the terms 'innovation' and 'innovativeness' are operationalized and utilized in the new product development literature. the terms radical, really-new, incremental and discontinuous are used ubiquitously to identify innovations. one must question, what is the difference between these different classifications? to date consistent definitions for these innovation types have not emerged from the new product research community. a review of the literature from the marketing, engineering, and new product development disciplines attempts to put some clarity and continuity to the use of these terms. this review shows that it is important to consider both a marketing and technological perspective as well as a macrolevel and microlevel perspective when identifying innovations. additionally, it is shown when strict classifications from the extant literature are applied, a significant shortfall appears in empirical work directed toward radical and really new innovations. a method for classifying innovations is suggested so that practitioners and academics can talk with a common understanding of how a specific innovation type is identified and how the innovation process may be unique for that particular innovation type. a recommended list of measures based on extant literature is provided for future empirical research concerning technological innovations and innovativeness.",6,1.20360802908709
2-S2.0-84886724502,2013,"of solar collectors, wind power, and car sharing: comparing and understanding successful cases of grassroots innovations. grassroots activities so far have not been sufficiently appreciated as sources of innovation. transition processes towards more sustainable socio-technical energy, transport or production systems, however, are hardly imaginable without a broader participation of engaged citizens. this paper presents and compares three cases of successful grassroots innovations for sustainability. in particular we compare the development of wind technology in denmark, the solar collector do-it-yourself movement in austria, and the development of car sharing in switzerland. the paper aims at a better understanding of the preconditions, patterns of growth and change and factors of success of grassroots innovations for more sustainable socio-technical regimes such as energy and transport. in the analysis we focus on dimensions such as the structural conditions and resources of origin, motivations of social actors involved, learning processes and outcomes, competences and activities of those actors, processes of institution-building, and the relationships to mainstream market actors. based on the empirical background the paper discusses implications for the theorisation of grassroots innovations for greater sustainability and draws implications for further research.",1,6.725242565887274
2-S2.0-26444559516,2005,"managing innovation beyond the steady state. research on the innovation process and its effective management has consistently highlighted a set of themes constituting 'good practice'. the limitation of such 'good practice' is that it relates to what might be termed 'steady state' innovation - essentially innovative activity in product and process terms which is about 'doing what we do, but better'. the prescription works well under these conditions of (relative) stability in terms of products and markets but is not a good guide when elements of discontinuity come into the equation. discontinuity arises from shifts along technological, market, political and other frontiers and requires new or at least significantly adapted approaches to their effective management. this paper explores relevant routines which organisations can implement to enable discontinuous innovation.",6,0.5669022795217156
2-S2.0-76249112329,2010,"how do latecomer firms capture value from disruptive technologies a secondary business-model innovation perspective. to fill the research gap between extant theory of disruptive technology and latecomer firms business-model innovation practices in emerging economies, we explore the new latecomer advantage implied in the phenomena of overshooting and nonconsuming. based on inductive theory building with a comparative case study, we find that latecomer firms, though disadvantaged in technological capabilities and market resources, can successfully introduce disruptive technologies from advanced economies into emerging economies through secondary business-model innovations. they provide cheaper, simpler, but good enough products or services that ordinary citizens in emerging economies can easily afford and access. how do latecomer firms capture value from disruptive technologies within the emerging economies context while articulating an appropriate value proposition that is attractive for local customers is of great importance for those latecomer firms, they should also fully utilize strategic partners complementary assets to build a unique value network embedded within local infrastructure. thus, those latecomer firms tactfully bypass the substantial first-mover advantages and global advantages of multinational incumbents, and leverage their latecomer advantages such as low price and local savvy. thus, latecomer firms should not ignore those disruptive growth opportunities within the large population of mass customers and nonconsumers in emerging economies.",6,1.692256825583666
2-S2.0-3242884803,2004,"from sectoral systems of innovation to socio-technical systems: insights about dynamics and change from sociology and institutional theory. in the last decade 'sectoral systems of innovation' have emerged as a new approach in innovation studies. this article makes four contributions to the approach by addressing some open issues. the first contribution is to explicitly incorporate the user side in the analysis. hence, the unit of analysis is widened from sectoral systems of innovation to socio-technical systems. the second contribution is to suggest an analytical distinction between systems, actors involved in them, and the institutions which guide actor's perceptions and activities. thirdly, the article opens up the black box of institutions, making them an integral part of the analysis. institutions should not just be used to explain inertia and stability. they can also be used to conceptualise the dynamic interplay between actors and structures. the fourth contribution is to address issues of change from one system to another. the article provides a coherent conceptual multi-level perspective, using insights from sociology, institutional theory and innovation studies. the perspective is particularly useful to analyse long-term dynamics, shifts from one socio-technical system to another and the co-evolution of technology and society.",1,6.201469711720901
2-S2.0-85032725656,2018,"integrating techno-economic, socio-technical and political perspectives on national energy transitions: a meta-theoretical framework. economic development, technological innovation, and policy change are especially prominent factors shaping energy transitions. therefore explaining energy transitions requires combining insights from disciplines investigating these factors. the existing literature is not consistent in identifying these disciplines nor proposing how they can be combined. we conceptualize national energy transitions as a co-evolution of three types of systems: energy flows and markets, energy technologies, and energy-related policies. the focus on the three types of systems gives rise to three perspectives on national energy transitions: techno-economic with its roots in energy systems analysis and various domains of economics; socio-technical with its roots in sociology of technology, sts, and evolutionary economics; and political with its roots in political science. we use the three perspectives as an organizing principle to propose a meta-theoretical framework for analyzing national energy transitions. following elinor ostrom's approach, the proposed framework explains national energy transitions through a nested conceptual map of variables and theories. in comparison with the existing meta-theoretical literature, the three perspectives framework elevates the role of political science since policies are likely to be increasingly prominent in shaping 21st century energy transitions.",1,6.350512117014449
2-S2.0-33745877271,2006,"co-evolutionary and multi-level dynamics in transitions: the transformation of aviation systems and the shift from propeller to turbojet (1930-1970). this article deals with system innovation in freeman and perez's innovation typology (incremental, radical, system, techno-economic paradigm). this article conceptualises these changes as transitions from one socio-technical system to another. these transitions are co-evolution processes that are not only about technological discontinuities, but also about markets, user practices, regulation, culture, infrastructure and science. in a critical discussion of co-evolution literatures, the article distinguishes three levels of co-evolutionary processes. to understand transitions, these insights are combined in a multi-level perspective, consisting of niche, regime and landscape levels. transitions come about when co-evolutionary dynamics at these three levels link up and reinforce each other. the perspective is illustrated with a historical case study: the transition from aviation systems based on propeller-aircraft to aviation systems based on turbojet aircraft (1930-1970). the case study provides not just an evolutionary economic analysis of technological change, but also deals with the long-run evolution of technology and the socio-economic system.",1,6.136724409638701
2-S2.0-59749089094,2009,"boundary crossing innovations: case studies from the energy domain. in this paper we investigate, using a multi-level perspective, how innovations can change the relation between multiple socio-technical systems. we analyze two dutch cases: the use of biomass in the waste and the electricity regime, and chp in relation to the natural gas and electricity regime to explore boundary crossing dynamics. we conclude that these dynamics radically changed the way the regimes relate from almost no relation to a much more symbiotic and even integrative relation. we also find a pattern where the presence of more than one regime seems to offer extra opportunities during the early phase, but creates barriers further along the innovation path. additionally, we introduce a typology for investigating and understanding boundary crossing innovations. policy consequences of border crossing dynamics are still far from developed; connecting disconnected policy arenas might be the most important challenge.",1,2.3738261461585166
